,helicopter_theta,helicopter_psi
901,-0.49535,0.8124600000000001
902,-0.50061,0.8165100000000001
903,-0.50466,0.82865
904,-0.50547,0.8157
905,-0.5087,0.8165100000000001
906,-0.5087,0.8165100000000001
907,-0.5087,0.81813
908,-0.50263,0.81003
909,-0.5010100000000001,0.8084100000000001
910,-0.50344,0.81408
911,-0.5002,0.8124600000000001
912,-0.5018199999999999,0.80598
913,-0.5087,0.8084100000000001
914,-0.5139699999999999,0.8221700000000001
915,-0.5131600000000001,0.8246
916,-0.50749,0.80679
917,-0.50668,0.8092199999999999
918,-0.50749,0.8092199999999999
919,-0.51275,0.8254100000000001
920,-0.5091100000000001,0.8124600000000001
921,-0.51761,0.8246
922,-0.5164,0.8221700000000001
923,-0.52004,0.82055
924,-0.52004,0.82055
925,-0.51235,0.81165
926,-0.51761,0.8278399999999999
927,-0.51963,0.8221700000000001
928,-0.51761,0.82865
929,-0.5180100000000001,0.82865
930,-0.51478,0.81165
931,-0.51437,0.80679
932,-0.51518,0.81165
933,-0.51923,0.8229799999999999
934,-0.51842,0.8246
935,-0.5139699999999999,0.80598
936,-0.51235,0.81084
937,-0.51882,0.8246
938,-0.51923,0.8165100000000001
939,-0.5139699999999999,0.80598
940,-0.51518,0.81165
941,-0.5131600000000001,0.8084100000000001
942,-0.5131600000000001,0.8084100000000001
943,-0.51842,0.81893
944,-0.52085,0.8132699999999999
945,-0.52368,0.82865
946,-0.52409,0.8262200000000001
947,-0.52166,0.8165100000000001
948,-0.52449,0.8262200000000001
949,-0.52287,0.8237899999999999
950,-0.51842,0.8124600000000001
951,-0.51882,0.81003
952,-0.51842,0.8124600000000001
953,-0.52004,0.80598
954,-0.5269199999999999,0.81893
955,-0.52044,0.80598
956,-0.52085,0.80598
957,-0.52571,0.8221700000000001
958,-0.52449,0.8262200000000001
959,-0.52247,0.8197399999999999
960,-0.52571,0.82055
961,-0.52368,0.82865
962,-0.51963,0.8132699999999999
963,-0.51923,0.81003
964,-0.5253,0.8246
965,-0.52004,0.80679
966,-0.52368,0.8262200000000001
967,-0.5220600000000001,0.8157
968,-0.52166,0.8173199999999999
969,-0.52166,0.8173199999999999
970,-0.52247,0.82055
971,-0.52652,0.81893
972,-0.52085,0.8043600000000001
973,-0.52409,0.8270299999999999
974,-0.51842,0.81084
975,-0.51963,0.8076
976,-0.52449,0.8262200000000001
977,-0.5253,0.8173199999999999
978,-0.52652,0.81893
979,-0.5253,0.8165100000000001
980,-0.5180100000000001,0.81165
981,-0.51963,0.8092199999999999
982,-0.5253,0.8237899999999999
983,-0.51923,0.80679
984,-0.52409,0.8270299999999999
985,-0.5253,0.8229799999999999
986,-0.5253,0.8229799999999999
987,-0.5253,0.8229799999999999
988,-0.52571,0.8165100000000001
989,-0.52004,0.80679
990,-0.51963,0.80679
991,-0.52085,0.8051699999999999
992,-0.51963,0.8084100000000001
993,-0.52652,0.8173199999999999
994,-0.5261100000000001,0.82055
995,-0.51923,0.8084100000000001
996,-0.52652,0.8197399999999999
997,-0.51882,0.8124600000000001
998,-0.51963,0.8076
999,-0.52166,0.81408
